word;aoa;percentknown;;;;;;
hypnotiseur;10,83;100,0;;;;;;
initiaal;10,83;100,0;;;;;;
initialen;10,83;100,0;;;;;;
inmengen;10,83;100,0;;;;;;
inwerken;10,83;100,0;;;;;;
ivoren;10,83;100,0;;;;;;
jaknikker;10,83;100,0;;;;;;
kantooruren;10,83;100,0;;;;;;
keizerlijk;10,83;100,0;;;;;;
kenteken;10,83;100,0;;;;;;
koerier;10,83;100,0;;;;;;
krankzinnig;10,83;100,0;;;;;;
kroonjuweel;10,83;100,0;;;;;;
lijfspreuk;10,83;100,0;;;;;;
medicus;10,83;100,0;;;;;;
meteoor;10,83;100,0;;;;;;
misvatting;10,83;100,0;;;;;;
nonstop;10,83;100,0;;;;;;
onaangeroerd;10,83;100,0;;;;;;
onbehoorlijk;10,83;100,0;;;;;;
onbemand;10,83;100,0;;;;;;
ondoordacht;10,83;100,0;;;;;;
onpartijdig;10,83;100,0;;;;;;
onrealistisch;10,83;100,0;;;;;;
oogpunt;10,83;100,0;;;;;;
opzwepen;10,83;100,0;;;;;;
predikant;10,83;100,0;;;;;;
procentueel;10,83;100,0;;;;;;
quasi;10,83;100,0;;;;;;
relschopper;10,83;100,0;;;;;;
schematisch;10,83;100,0;;;;;;
seksualiteit;10,83;100,0;;;;;;
signalement;10,83;100,0;;;;;;
slonzig;10,83;100,0;;;;;;
speling;10,83;100,0;;;;;;
spijsvertering;10,83;100,0;;;;;;
spotprent;10,83;100,0;;;;;;
staalfabriek;10,83;100,0;;;;;;
strijkje;10,83;100,0;;;;;;
strooizout;10,83;100,0;;;;;;
studiegenoot;10,83;100,0;;;;;;
tekortkoming;10,83;100,0;;;;;;
thuishaven;10,83;100,0;;;;;;
timen;10,83;100,0;;;;;;
timing;10,83;100,0;;;;;;
toepasselijk;10,83;100,0;;;;;;
traumatisch;10,83;100,0;;;;;;
treffend;10,83;100,0;;;;;;
uitbuiter;10,83;100,0;;;;;;
uitermate;10,83;100,0;;;;;;
uitjouwen;10,83;100,0;;;;;;
uitmonden;10,83;100,0;;;;;;
uitstraling;10,83;100,0;;;;;;
vandaal;10,83;100,0;;;;;;
verdommen;10,83;100,0;;;;;;
verleidster;10,83;100,0;;;;;;
verontreiniging;10,83;100,0;;;;;;
verontrusten;10,83;100,0;;;;;;
vestigen;10,83;100,0;;;;;;
viaduct;10,83;100,0;;;;;;
voltallig;10,83;100,0;;;;;;
whisky;10,83;100,0;;;;;;
wreedaard;10,83;100,0;;;;;;
zakenwereld;10,83;100,0;;;;;;
ziektekosten;10,83;100,0;;;;;;
zorgenkind;10,83;100,0;;;;;;
behuisd;10,83;90,0;;;;;;
canapé;10,83;90,0;;;;;;
slagbal;10,83;90,0;;;;;;
verstommen;10,83;90,0;;;;;;
zielloos;10,83;90,0;;;;;;
halfwassen;10,83;66,7;;;;;;
kwikstaart;10,83;66,7;;;;;;
leerlooier;10,83;66,7;;;;;;
valsemunter;10,83;66,7;;;;;;
jekker;10,83;60,0;;;;;;
ganzerik;10,83;33,3;;;;;;
getaand;10,83;33,3;;;;;;
jonassen;10,83;33,3;;;;;;
zieden;10,83;33,3;;;;;;
losvast;10,83;30,0;;;;;;
aker;10,83;42,1;;;;;;
vlet;10,83;11,1;;;;;;
fluim;10,83;92,7;;;;;;
boa;10,84;96,5;;;;;;
asociaal;10,84;100,0;;;;;;
depressief;10,84;100,0;;;;;;
executie;10,84;100,0;;;;;;
ijdel;10,84;100,0;;;;;;
moedeloos;10,84;100,0;;;;;;
ondergeschikt;10,84;100,0;;;;;;
onpraktisch;10,84;100,0;;;;;;
termijn;10,84;100,0;;;;;;
duurzaam;10,84;99,6;;;;;;
neerslachtig;10,84;99,6;;;;;;
meerderwaardig;10,84;98,7;;;;;;
listig;10,84;98,2;;;;;;
yogi;10,84;57,4;;;;;;
aantreden;10,84;95,0;;;;;;
opdraven;10,84;95,0;;;;;;
slaghout;10,84;95,0;;;;;;
tenietgaan;10,84;95,0;;;;;;
ambtenaar;10,84;100,0;;;;;;
optie;10,84;100,0;;;;;;
doorregen;10,85;72,2;;;;;;
kirren;10,85;72,2;;;;;;
pennenstrijd;10,85;72,2;;;;;;
wangedrocht;10,85;72,2;;;;;;
waterland;10,85;72,2;;;;;;
longkanker;10,85;100,0;;;;;;
aak;10,85;24,6;;;;;;
aanbeveling;10,85;100,0;;;;;;
aangewezen;10,85;100,0;;;;;;
aangrenzend;10,85;100,0;;;;;;
aasgier;10,85;100,0;;;;;;
afmelden;10,85;100,0;;;;;;
arbeidsloon;10,85;100,0;;;;;;
betoging;10,85;100,0;;;;;;
bewijsmiddel;10,85;100,0;;;;;;
daarenboven;10,85;100,0;;;;;;
desondanks;10,85;100,0;;;;;;
enquête;10,85;100,0;;;;;;
excursie;10,85;100,0;;;;;;
graveren;10,85;100,0;;;;;;
kankergezwel;10,85;100,0;;;;;;
knelpunt;10,85;100,0;;;;;;
knooppunt;10,85;100,0;;;;;;
krachtproef;10,85;100,0;;;;;;
kunststof;10,85;100,0;;;;;;
luchtkoker;10,85;100,0;;;;;;
ombrengen;10,85;100,0;;;;;;
onderbaas;10,85;100,0;;;;;;
puurheid;10,85;100,0;;;;;;
siamees;10,85;100,0;;;;;;
strategie;10,85;100,0;;;;;;
tijdrit;10,85;100,0;;;;;;
verbond;10,85;100,0;;;;;;
verrukt;10,85;100,0;;;;;;
verstrijken;10,85;100,0;;;;;;
verwikkelen;10,85;100,0;;;;;;
voorwoord;10,85;100,0;;;;;;
vraatzuchtig;10,85;100,0;;;;;;
wraaklust;10,85;100,0;;;;;;
zonnewering;10,85;100,0;;;;;;
verminking;10,85;100,0;;;;;;
boekhouder;10,85;100,0;;;;;;
colon;10,85;94,0;;;;;;
komaf;10,85;100,0;;;;;;
spant;10,85;56,3;;;;;;
heil;10,85;97,8;;;;;;
prat;10,85;68,2;;;;;;
sate;10,86;100,0;;;;;;
vont;10,86;37,5;;;;;;
kandij;10,86;77,8;;;;;;
klaaglijk;10,86;77,8;;;;;;
klassebak;10,86;77,8;;;;;;
smulpaap;10,86;77,8;;;;;;
spanlaken;10,86;77,8;;;;;;
walmen;10,86;77,8;;;;;;
weerbarstig;10,86;77,8;;;;;;
weerglans;10,86;77,8;;;;;;
zwenken;10,86;77,8;;;;;;
gladweg;10,86;70,0;;;;;;
hooimaand;10,86;70,0;;;;;;
betten;10,86;38,9;;;;;;
mangel;10,86;38,9;;;;;;
suizelen;10,86;38,9;;;;;;
schroom;10,86;96,9;;;;;;
pezig;10,86;94,6;;;;;;
fresia;10,87;53,6;;;;;;
peinzen;10,87;99,6;;;;;;
dreunen;10,87;99,1;;;;;;
tolken;10,87;98,2;;;;;;
tropen;10,87;96,9;;;;;;
duiventil;10,87;83,3;;;;;;
gemeenplaats;10,87;83,3;;;;;;
halfbakken;10,87;83,3;;;;;;
rotvaart;10,87;83,3;;;;;;
sacherijnig;10,87;83,3;;;;;;
stootkar;10,87;83,3;;;;;;
werkplunje;10,87;83,3;;;;;;
waardebon;10,87;97,2;;;;;;
aanroeren;10,88;88,9;;;;;;
blinderen;10,88;88,9;;;;;;
geldwagen;10,88;88,9;;;;;;
kamerheer;10,88;88,9;;;;;;
neuten;10,88;88,9;;;;;;
oogmerk;10,88;88,9;;;;;;
opflakkeren;10,88;88,9;;;;;;
pleite;10,88;88,9;;;;;;
saamhorigheid;10,88;88,9;;;;;;
vuurvreter;10,88;88,9;;;;;;
keilen;10,88;80,0;;;;;;
poeieren;10,88;80,0;;;;;;
steenezel;10,88;80,0;;;;;;
verdrummen;10,88;80,0;;;;;;
flonkeren;10,88;44,4;;;;;;
slaghoedje;10,88;44,4;;;;;;
staatsie;10,88;44,4;;;;;;
stroopsmeren;10,88;44,4;;;;;;
hoempa;10,88;40,0;;;;;;
cash;10,88;100,0;;;;;;
knar;10,88;66,9;;;;;;
meidoorn;10,88;79,9;;;;;;
benard;10,88;94,4;;;;;;
bombast;10,88;94,4;;;;;;
castreren;10,88;94,4;;;;;;
gewis;10,88;94,4;;;;;;
hebbelijk;10,88;94,4;;;;;;
heelkracht;10,88;94,4;;;;;;
hoorspel;10,88;94,4;;;;;;
houdgreep;10,88;94,4;;;;;;
intomen;10,88;94,4;;;;;;
intrek;10,88;94,4;;;;;;
muggenziften;10,88;94,4;;;;;;
omstrengelen;10,88;94,4;;;;;;
onbegaanbaar;10,88;94,4;;;;;;
opmonteren;10,88;94,4;;;;;;
patrouille;10,88;94,4;;;;;;
stalker;10,88;94,4;;;;;;
stijldansen;10,88;94,4;;;;;;
stoorzender;10,88;94,4;;;;;;
uitglijder;10,88;94,4;;;;;;
vagevuur;10,88;94,4;;;;;;
veraangenamen;10,88;94,4;;;;;;
verbloemen;10,88;94,4;;;;;;
zaadbal;10,88;94,4;;;;;;
zielsblij;10,88;94,4;;;;;;
bruidsdagen;10,88;85,0;;;;;;
safe;10,88;99,6;;;;;;
zede;10,89;85,9;;;;;;
shot;10,89;97,3;;;;;;
chip;10,89;100,0;;;;;;
kardinaal;10,89;97,9;;;;;;
aandrang;10,89;100,0;;;;;;
aanschouwen;10,89;100,0;;;;;;
adellijk;10,89;100,0;;;;;;
akkefietje;10,89;100,0;;;;;;
argument;10,89;100,0;;;;;;
assortiment;10,89;100,0;;;;;;
attentie;10,89;100,0;;;;;;
barricade;10,89;100,0;;;;;;
beginsel;10,89;100,0;;;;;;
beroepsmatig;10,89;100,0;;;;;;
beschikken;10,89;100,0;;;;;;
betogen;10,89;100,0;;;;;;
betrokkenheid;10,89;100,0;;;;;;
bewijskracht;10,89;100,0;;;;;;
bezoekrecht;10,89;100,0;;;;;;
bijbenen;10,89;100,0;;;;;;
brasserie;10,89;100,0;;;;;;
demper;10,89;100,0;;;;;;
dienstbode;10,89;100,0;;;;;;
disqualificeren;10,89;100,0;;;;;;
eensgezind;10,89;100,0;;;;;;
eerloos;10,89;100,0;;;;;;
enerveren;10,89;100,0;;;;;;
ensemble;10,89;100,0;;;;;;
evaluatie;10,89;100,0;;;;;;
evenement;10,89;100,0;;;;;;
fatsoeneren;10,89;100,0;;;;;;
focussen;10,89;100,0;;;;;;
foltering;10,89;100,0;;;;;;
frankeren;10,89;100,0;;;;;;
gedrongen;10,89;100,0;;;;;;
goedmoedig;10,89;100,0;;;;;;
grafiek;10,89;100,0;;;;;;
grootscheeps;10,89;100,0;;;;;;
hersenspoelen;10,89;100,0;;;;;;
huisvesting;10,89;100,0;;;;;;
inmaken;10,89;100,0;;;;;;
instituut;10,89;100,0;;;;;;
jukbeen;10,89;100,0;;;;;;
kogelrond;10,89;100,0;;;;;;
krijgsheer;10,89;100,0;;;;;;
kruiselings;10,89;100,0;;;;;;
kwintet;10,89;100,0;;;;;;
matigen;10,89;100,0;;;;;;
mechanicus;10,89;100,0;;;;;;
modepop;10,89;100,0;;;;;;
naarmate;10,89;100,0;;;;;;
noden;10,89;100,0;;;;;;
onberispelijk;10,89;100,0;;;;;;
oncontroleerbaar;10,89;100,0;;;;;;
ondernemen;10,89;100,0;;;;;;
ongeoorloofd;10,89;100,0;;;;;;
ontkalken;10,89;100,0;;;;;;
ontleden;10,89;100,0;;;;;;
ontrafelen;10,89;100,0;;;;;;
operatief;10,89;100,0;;;;;;
opjutten;10,89;100,0;;;;;;
opkopen;10,89;100,0;;;;;;
oplichtster;10,89;100,0;;;;;;
overdonderen;10,89;100,0;;;;;;
overhellen;10,89;100,0;;;;;;
overkoepelen;10,89;100,0;;;;;;
overslag;10,89;100,0;;;;;;
overtuiging;10,89;100,0;;;;;;
paffen;10,89;100,0;;;;;;
peloton;10,89;100,0;;;;;;
platvloers;10,89;100,0;;;;;;
pofbroek;10,89;100,0;;;;;;
power;10,89;100,0;;;;;;
principe;10,89;100,0;;;;;;
racistisch;10,89;100,0;;;;;;
raketbasis;10,89;100,0;;;;;;
rangorde;10,89;100,0;;;;;;
reanimeren;10,89;100,0;;;;;;
recycling;10,89;100,0;;;;;;
respectvol;10,89;100,0;;;;;;
resteren;10,89;100,0;;;;;;
rookbom;10,89;100,0;;;;;;
schans;10,89;100,0;;;;;;
schending;10,89;100,0;;;;;;
slijpschijf;10,89;100,0;;;;;;
sluipschutter;10,89;100,0;;;;;;
smaakpapil;10,89;100,0;;;;;;
snowboarden;10,89;100,0;;;;;;
songtekst;10,89;100,0;;;;;;
spoelsel;10,89;100,0;;;;;;
stamcafé;10,89;100,0;;;;;;
steunpilaar;10,89;100,0;;;;;;
stijfsel;10,89;100,0;;;;;;
stoptrein;10,89;100,0;;;;;;
taalvaardig;10,89;100,0;;;;;;
tafereel;10,89;100,0;;;;;;
terreur;10,89;100,0;;;;;;
toegift;10,89;100,0;;;;;;
trappist;10,89;100,0;;;;;;
tweesprong;10,89;100,0;;;;;;
uitrusting;10,89;100,0;;;;;;
uitzingen;10,89;100,0;;;;;;
vakwerk;10,89;100,0;;;;;;
vergunning;10,89;100,0;;;;;;
veroordelen;10,89;100,0;;;;;;
verpotten;10,89;100,0;;;;;;
vitesse;10,89;100,0;;;;;;
vluchtnummer;10,89;100,0;;;;;;
volslagen;10,89;100,0;;;;;;
vooraanstaand;10,89;100,0;;;;;;
vreugdevuur;10,89;100,0;;;;;;
waterhoofd;10,89;100,0;;;;;;
wenteltrap;10,89;100,0;;;;;;
wervelkolom;10,89;100,0;;;;;;
wurggreep;10,89;100,0;;;;;;
aanstichter;10,89;90,0;;;;;;
classeur;10,89;90,0;;;;;;
grootstad;10,89;90,0;;;;;;
huursoldaat;10,89;90,0;;;;;;
zadelpijn;10,89;90,0;;;;;;
kuiperij;10,89;50,0;;;;;;
struif;10,89;50,0;;;;;;
wolfijzers;10,89;50,0;;;;;;
spaanplaat;10,89;45,0;;;;;;
dupe;10,89;99,8;;;;;;
story;10,89;98,2;;;;;;
kraanvogel;10,89;88,9;;;;;;
plag;10,89;21,3;;;;;;
tiran;10,89;99,8;;;;;;
afvloeien;10,89;95,0;;;;;;
brandbom;10,89;95,0;;;;;;
perforatie;10,89;95,0;;;;;;
steevast;10,89;95,0;;;;;;
verstoken;10,89;95,0;;;;;;
bede;10,90;88,8;;;;;;
gewin;10,90;90,7;;;;;;
beurs;10,90;100,0;;;;;;
gries;10,90;48,7;;;;;;
actualiteit;10,90;100,0;;;;;;
beheerder;10,90;100,0;;;;;;
bemiddeling;10,90;100,0;;;;;;
cliënte;10,90;100,0;;;;;;
deskundig;10,90;100,0;;;;;;
drugstest;10,90;100,0;;;;;;
gewest;10,90;100,0;;;;;;
gezagvoerder;10,90;100,0;;;;;;
heimelijk;10,90;100,0;;;;;;
hotelmanager;10,90;100,0;;;;;;
justitie;10,90;100,0;;;;;;
kattig;10,90;100,0;;;;;;
manicure;10,90;100,0;;;;;;
onvruchtbaar;10,90;100,0;;;;;;
parelhoen;10,90;100,0;;;;;;
parttime;10,90;100,0;;;;;;
schokgolf;10,90;100,0;;;;;;
sluimer;10,90;100,0;;;;;;
softie;10,90;100,0;;;;;;
steward;10,90;100,0;;;;;;
terugslag;10,90;100,0;;;;;;
verbanning;10,90;100,0;;;;;;
verhelderen;10,90;100,0;;;;;;
verhoorkamer;10,90;100,0;;;;;;
volharding;10,90;100,0;;;;;;
zeeklimaat;10,90;100,0;;;;;;
kombuis;10,90;55,6;;;;;;
mishagen;10,90;55,6;;;;;;
schallen;10,90;55,6;;;;;;
sneukelen;10,90;55,6;;;;;;
wissewasje;10,90;55,6;;;;;;
burg;10,90;72,8;;;;;;
bekrompen;10,90;100,0;;;;;;
belabberd;10,90;100,0;;;;;;
bewonderenswaardig;10,90;100,0;;;;;;
boeddha;10,90;100,0;;;;;;
driftig;10,90;100,0;;;;;;
drugs;10,90;100,0;;;;;;
hebzuchtig;10,90;100,0;;;;;;
intens;10,90;100,0;;;;;;
intiem;10,90;100,0;;;;;;
muskaatnoot;10,90;100,0;;;;;;
tolerant;10,90;100,0;;;;;;
vlindermes;10,90;100,0;;;;;;
gedisciplineerd;10,90;99,6;;;;;;
pleiten;10,90;99,6;;;;;;
wandaad;10,90;99,6;;;;;;
bouwvallig;10,90;99,1;;;;;;
onemotioneel;10,90;98,2;;;;;;
striem;10,90;98,2;;;;;;
vergen;10,90;97,8;;;;;;
zeewolf;10,90;95,7;;;;;;
stereomeubel;10,90;83,3;;;;;;
yahtzee;10,90;82,6;;;;;;
vaal;10,90;79,8;;;;;;
katvis;10,90;70,8;;;;;;
lotte;10,90;60,9;;;;;;
commode;10,91;86,7;;;;;;
vloedgolf;10,91;100,0;;;;;;
boksbeugel;10,91;93,1;;;;;;
bakerpraatje;10,91;61,1;;;;;;
dommekracht;10,91;61,1;;;;;;
grafstem;10,91;61,1;;;;;;
klipper;10,91;61,1;;;;;;
schuimer;10,91;61,1;;;;;;
uitspanning;10,91;61,1;;;;;;
redderen;10,91;55,0;;;;;;
bepaling;10,91;100,0;;;;;;
nazi;10,91;100,0;;;;;;
ever;10,91;80,8;;;;;;
kunde;10,91;97,2;;;;;;
disk;10,92;98,1;;;;;;
adjectief;10,92;95,9;;;;;;
menhir;10,92;66,7;;;;;;
ouwelijk;10,92;66,7;;;;;;
rijksdaalder;10,92;66,7;;;;;;
traineren;10,92;66,7;;;;;;
wachtvuur;10,92;66,7;;;;;;
asse;10,92;72,2;;;;;;
geluimd;10,92;72,2;;;;;;
schuins;10,92;72,2;;;;;;
smartlap;10,92;72,2;;;;;;
teuten;10,92;72,2;;;;;;
ransel;10,92;65,0;;;;;;
heul;10,92;52,0;;;;;;
lazer;10,92;87,9;;;;;;
staar;10,93;93,8;;;;;;
gelid;10,93;87,9;;;;;;
grime;10,93;88,4;;;;;;
taboe;10,93;100,0;;;;;;
pauk;10,93;83,8;;;;;;
bedruipen;10,93;77,8;;;;;;
benieuwen;10,93;77,8;;;;;;
droogweg;10,93;77,8;;;;;;
echtbreker;10,93;77,8;;;;;;
gejengel;10,93;77,8;;;;;;
jutten;10,93;77,8;;;;;;
revolverheld;10,93;77,8;;;;;;
sloven;10,93;77,8;;;;;;
uilenbril;10,93;77,8;;;;;;
zouteloos;10,93;77,8;;;;;;
morrelen;10,93;70,0;;;;;;
stuwraket;10,93;70,0;;;;;;
robe;10,93;85,2;;;;;;
schrijnwerker;10,93;97,2;;;;;;
goeddeels;10,93;83,3;;;;;;
hardleers;10,93;83,3;;;;;;
horendol;10,93;83,3;;;;;;
insprong;10,93;83,3;;;;;;
paraaf;10,93;83,3;;;;;;
stortbak;10,93;83,3;;;;;;
toentertijd;10,93;83,3;;;;;;
aanplant;10,93;75,0;;;;;;
boekrol;10,93;75,0;;;;;;
grootzeil;10,93;75,0;;;;;;
afkerig;10,93;99,1;;;;;;
potig;10,93;97,8;;;;;;
gazelle;10,93;97,9;;;;;;
bespiegeling;10,94;88,9;;;;;;
davidster;10,94;88,9;;;;;;
dichtregel;10,94;88,9;;;;;;
grint;10,94;88,9;;;;;;
habbekrats;10,94;88,9;;;;;;
inrukken;10,94;88,9;;;;;;
kolenkit;10,94;88,9;;;;;;
wording;10,94;88,9;;;;;;
hazewind;10,94;80,0;;;;;;
strikdas;10,94;80,0;;;;;;
woestenij;10,94;80,0;;;;;;
ranch;10,94;98,0;;;;;;
mazen;10,94;85,2;;;;;;
tabasco;10,94;97,9;;;;;;
velg;10,94;93,5;;;;;;
punk;10,94;99,8;;;;;;
afweren;10,94;94,4;;;;;;
beschutten;10,94;94,4;;;;;;
bezinksel;10,94;94,4;;;;;;
bleu;10,94;94,4;;;;;;
bloedproef;10,94;94,4;;;;;;
doodrijder;10,94;94,4;;;;;;
eeuweling;10,94;94,4;;;;;;
gegijzelde;10,94;94,4;;;;;;
geldschieter;10,94;94,4;;;;;;
heelhuids;10,94;94,4;;;;;;
kit;10,94;94,4;;;;;;
kringlooppapier;10,94;94,4;;;;;;
metgezel;10,94;94,4;;;;;;
mijmeren;10,94;94,4;;;;;;
omlijsten;10,94;94,4;;;;;;
opleuken;10,94;94,4;;;;;;
oponthoud;10,94;94,4;;;;;;
opschikken;10,94;94,4;;;;;;
opzien;10,94;94,4;;;;;;
polsstok;10,94;94,4;;;;;;
ranselen;10,94;94,4;;;;;;
rasecht;10,94;94,4;;;;;;
schiften;10,94;94,4;;;;;;
schroeien;10,94;94,4;;;;;;
situering;10,94;94,4;;;;;;
spoorzoeker;10,94;94,4;;;;;;
tuniek;10,94;94,4;;;;;;
tussenwerpsel;10,94;94,4;;;;;;
waakvlam;10,94;94,4;;;;;;
zorglijk;10,94;94,4;;;;;;
zwabberen;10,94;94,4;;;;;;
sommeren;10,94;85,0;;;;;;
ampul;10,94;86,1;;;;;;
aardkorst;10,94;100,0;;;;;;
aartsrivaal;10,94;100,0;;;;;;
affluiten;10,94;100,0;;;;;;
aftroeven;10,94;100,0;;;;;;
afwimpelen;10,94;100,0;;;;;;
antivries;10,94;100,0;;;;;;
avondspits;10,94;100,0;;;;;;
balzak;10,94;100,0;;;;;;
baseren;10,94;100,0;;;;;;
bedwang;10,94;100,0;;;;;;
begaafd;10,94;100,0;;;;;;
begaan;10,94;100,0;;;;;;
beklemmend;10,94;100,0;;;;;;
bekritiseren;10,94;100,0;;;;;;
betreffende;10,94;100,0;;;;;;
bevallig;10,94;100,0;;;;;;
bezuinigen;10,94;100,0;;;;;;
bezuipen;10,94;100,0;;;;;;
blaaspijp;10,94;100,0;;;;;;
blooper;10,94;100,0;;;;;;
cataloog;10,94;100,0;;;;;;
chanteren;10,94;100,0;;;;;;
dagprijs;10,94;100,0;;;;;;
depannage;10,94;100,0;;;;;;
donatie;10,94;100,0;;;;;;
doorverwijzen;10,94;100,0;;;;;;
eenparig;10,94;100,0;;;;;;
egoïsme;10,94;100,0;;;;;;
elektromotor;10,94;100,0;;;;;;
fluorescent;10,94;100,0;;;;;;
fotogeniek;10,94;100,0;;;;;;
fundering;10,94;100,0;;;;;;
garderobe;10,94;100,0;;;;;;
gedenken;10,94;100,0;;;;;;
gedreven;10,94;100,0;;;;;;
geinig;10,94;100,0;;;;;;
geleiden;10,94;100,0;;;;;;
gemeenschap;10,94;100,0;;;;;;
gewaarworden;10,94;100,0;;;;;;
gezaghebbend;10,94;100,0;;;;;;
haartooi;10,94;100,0;;;;;;
haviksneus;10,94;100,0;;;;;;
hoogteligging;10,94;100,0;;;;;;
imitator;10,94;100,0;;;;;;
islamitisch;10,94;100,0;;;;;;
jeugdherberg;10,94;100,0;;;;;;
keikop;10,94;100,0;;;;;;
kerfstok;10,94;100,0;;;;;;
klaarstomen;10,94;100,0;;;;;;
koelbloedig;10,94;100,0;;;;;;
kokkerellen;10,94;100,0;;;;;;
kolonie;10,94;100,0;;;;;;
koraalrif;10,94;100,0;;;;;;
kruisvaarder;10,94;100,0;;;;;;
leegstand;10,94;100,0;;;;;;
leidraad;10,94;100,0;;;;;;
levensdoel;10,94;100,0;;;;;;
literatuur;10,94;100,0;;;;;;
lonken;10,94;100,0;;;;;;
martelkamer;10,94;100,0;;;;;;
mateloos;10,94;100,0;;;;;;
materieel;10,94;100,0;;;;;;
mede;10,94;100,0;;;;;;
merkteken;10,94;100,0;;;;;;
minimaliseren;10,94;100,0;;;;;;
niettemin;10,94;100,0;;;;;;
octaaf;10,94;100,0;;;;;;
onbeheerst;10,94;100,0;;;;;;
onderrichten;10,94;100,0;;;;;;
onnadenkend;10,94;100,0;;;;;;
ontslagbrief;10,94;100,0;;;;;;
opbreken;10,94;100,0;;;;;;
overboeking;10,94;100,0;;;;;;
overtroeven;10,94;100,0;;;;;;
overwegend;10,94;100,0;;;;;;
paartijd;10,94;100,0;;;;;;
pantserwagen;10,94;100,0;;;;;;
petroleum;10,94;100,0;;;;;;
pijngrens;10,94;100,0;;;;;;
profijt;10,94;100,0;;;;;;
publiceren;10,94;100,0;;;;;;
rappen;10,94;100,0;;;;;;
reisvaardig;10,94;100,0;;;;;;
ritueel;10,94;100,0;;;;;;
rouwstoet;10,94;100,0;;;;;;
schaarste;10,94;100,0;;;;;;
scharrel;10,94;100,0;;;;;;
schuimkraag;10,94;100,0;;;;;;
situeren;10,94;100,0;;;;;;
smashen;10,94;100,0;;;;;;
tweederangs;10,94;100,0;;;;;;
uitsloven;10,94;100,0;;;;;;
uitzinnig;10,94;100,0;;;;;;
veerman;10,94;100,0;;;;;;
veldwerk;10,94;100,0;;;;;;
verbluffen;10,94;100,0;;;;;;
verdrukking;10,94;100,0;;;;;;
vergeefs;10,94;100,0;;;;;;
vergooien;10,94;100,0;;;;;;
verkeren;10,94;100,0;;;;;;
verloskundige;10,94;100,0;;;;;;
vermannen;10,94;100,0;;;;;;
vernederend;10,94;100,0;;;;;;
verrijken;10,94;100,0;;;;;;
vertegenwoordigen;10,94;100,0;;;;;;
vertwijfeling;10,94;100,0;;;;;;
verweer;10,94;100,0;;;;;;
voltijds;10,94;100,0;;;;;;
wedloop;10,94;100,0;;;;;;
wenken;10,94;100,0;;;;;;
wereldklasse;10,94;100,0;;;;;;
zaadcel;10,94;100,0;;;;;;
zadeltas;10,94;100,0;;;;;;
zakenpartner;10,94;100,0;;;;;;
zeemacht;10,94;100,0;;;;;;
zwanenzang;10,94;100,0;;;;;;
opdoffen;10,94;90,0;;;;;;
witten;10,94;90,0;;;;;;
overste;10,94;100,0;;;;;;
snaak;10,95;60,2;;;;;;
mandoline;10,95;84,0;;;;;;
bezinning;10,95;95,0;;;;;;
hamvraag;10,95;95,0;;;;;;
sedertdien;10,95;95,0;;;;;;
suizing;10,95;95,0;;;;;;
treurnis;10,95;95,0;;;;;;
weerhaak;10,95;95,0;;;;;;
wereldhandel;10,95;95,0;;;;;;
brak;10,95;83,6;;;;;;
fruitvlieg;10,95;100,0;;;;;;
matrak;10,95;75,7;;;;;;
achting;10,95;100,0;;;;;;
administratie;10,95;100,0;;;;;;
beproeving;10,95;100,0;;;;;;
bestraling;10,95;100,0;;;;;;
bezatten;10,95;100,0;;;;;;
cognac;10,95;100,0;;;;;;
doelmatig;10,95;100,0;;;;;;
edelweiss;10,95;100,0;;;;;;
fanatiek;10,95;100,0;;;;;;
gemoed;10,95;100,0;;;;;;
jubileum;10,95;100,0;;;;;;
leerplicht;10,95;100,0;;;;;;
olieveld;10,95;100,0;;;;;;
onderwaarderen;10,95;100,0;;;;;;
ontsporen;10,95;100,0;;;;;;
politici;10,95;100,0;;;;;;
redenering;10,95;100,0;;;;;;
register;10,95;100,0;;;;;;
ridderorde;10,95;100,0;;;;;;
smokkelwaar;10,95;100,0;;;;;;
urinoir;10,95;100,0;;;;;;
vluchtoord;10,95;100,0;;;;;;
wederhelft;10,95;100,0;;;;;;
vilt;10,95;99,1;;;;;;
squaw;10,95;62,7;;;;;;
tenor;10,95;96,9;;;;;;
rodeo;10,95;100,0;;;;;;
kaviaar;10,96;100,0;;;;;;
aspect;10,96;100,0;;;;;;
eerbied;10,96;100,0;;;;;;
gewillig;10,96;100,0;;;;;;
hoofddoek;10,96;100,0;;;;;;
minnaar;10,96;100,0;;;;;;
nervositeit;10,96;100,0;;;;;;
opgetogen;10,96;100,0;;;;;;
perfectionistisch;10,96;100,0;;;;;;
ruimdenkend;10,96;100,0;;;;;;
superieur;10,96;100,0;;;;;;
furieus;10,96;99,6;;;;;;
snugger;10,96;99,6;;;;;;
werven;10,96;99,6;;;;;;
act;10,96;98,7;;;;;;
embleem;10,96;98,2;;;;;;
stoutmoedig;10,96;98,2;;;;;;
brui;10,96;96,5;;;;;;
anus;10,97;100,0;;;;;;
keep;10,97;57,4;;;;;;
oker;10,97;94,9;;;;;;
korps;10,97;100,0;;;;;;
kievit;10,97;84,5;;;;;;
ploert;10,97;72,2;;;;;;
blaag;10,97;25,3;;;;;;
reuma;10,97;100,0;;;;;;
vraat;10,98;88,0;;;;;;
hippy;10,98;100,0;;;;;;
gilde;10,98;94,4;;;;;;
fuut;10,98;67,1;;;;;;
