word;aoa;percentknown;;;;;;
jouw;5,45;100,0;;;;;;
kleedje;5,45;100,0;;;;;;
kriebels;5,45;100,0;;;;;;
na;5,45;100,0;;;;;;
bompa;5,45;100,0;;;;;;
rits;5,45;99,6;;;;;;
bloeden;5,46;100,0;;;;;;
buikpijn;5,46;100,0;;;;;;
dik;5,46;100,0;;;;;;
honing;5,46;100,0;;;;;;
kikker;5,46;100,0;;;;;;
rond;5,46;100,0;;;;;;
tonen;5,46;100,0;;;;;;
trekken;5,46;100,0;;;;;;
wonen;5,46;100,0;;;;;;
worden;5,46;100,0;;;;;;
zeer;5,46;100,0;;;;;;
zeker;5,46;100,0;;;;;;
mis;5,46;99,6;;;;;;
yoghurt;5,46;99,6;;;;;;
aha;5,47;83,3;;;;;;
vaas;5,47;100,0;;;;;;
wie;5,47;94,4;;;;;;
brug;5,47;100,0;;;;;;
ochtend;5,48;100,0;;;;;;
hemd;5,48;100,0;;;;;;
baard;5,48;100,0;;;;;;
koer;5,50;86,8;;;;;;
stip;5,50;100,0;;;;;;
mandarijn;5,50;100,0;;;;;;
aan;5,50;100,0;;;;;;
boven;5,50;100,0;;;;;;
deze;5,50;100,0;;;;;;
dinsdag;5,50;100,0;;;;;;
fopspeen;5,50;100,0;;;;;;
juffrouw;5,50;100,0;;;;;;
laat;5,50;100,0;;;;;;
leegdrinken;5,50;100,0;;;;;;
misschien;5,50;100,0;;;;;;
nieuwjaar;5,50;100,0;;;;;;
opdrinken;5,50;100,0;;;;;;
opstaan;5,50;100,0;;;;;;
taartje;5,50;100,0;;;;;;
tranen;5,50;100,0;;;;;;
veertien;5,50;100,0;;;;;;
verstopt;5,50;100,0;;;;;;
vriendin;5,50;100,0;;;;;;
wel;5,50;100,0;;;;;;
ze;5,50;100,0;;;;;;
zwembad;5,50;100,0;;;;;;
coca-cola;5,50;100,0;;;;;;
paddestoel;5,50;100,0;;;;;;
schommelpaard;5,50;100,0;;;;;;
legblokjes;5,50;91,7;;;;;;
kleed;5,51;100,0;;;;;;
dans;5,51;100,0;;;;;;
vissen;5,51;100,0;;;;;;
getal;5,51;100,0;;;;;;
knor;5,52;100,0;;;;;;
lijn;5,52;98,1;;;;;;
beter;5,53;100,0;;;;;;
bouwen;5,53;100,0;;;;;;
denken;5,53;100,0;;;;;;
heet;5,53;100,0;;;;;;
houden;5,53;100,0;;;;;;
schoot;5,53;100,0;;;;;;
snel;5,53;100,0;;;;;;
snuiten;5,53;100,0;;;;;;
tak;5,53;100,0;;;;;;
tellen;5,53;100,0;;;;;;
vinden;5,53;100,0;;;;;;
vrij;5,53;100,0;;;;;;
weer;5,53;100,0;;;;;;
werken;5,53;100,0;;;;;;
weten;5,53;100,0;;;;;;
wandel;5,53;99,6;;;;;;
zetten;5,53;99,6;;;;;;
kleermakerszit;5,53;94,4;;;;;;
poppenwagen;5,53;94,4;;;;;;
kerk;5,53;100,0;;;;;;
aardappelen;5,53;100,0;;;;;;
trommel;5,53;100,0;;;;;;
zolder;5,54;100,0;;;;;;
touw;5,54;99,9;;;;;;
lolly;5,54;100,0;;;;;;
noot;5,54;100,0;;;;;;
hok;5,54;100,0;;;;;;
oom;5,54;100,0;;;;;;
dikzak;5,55;100,0;;;;;;
kistje;5,55;100,0;;;;;;
waarom;5,55;100,0;;;;;;
welk;5,55;100,0;;;;;;
zwemband;5,55;100,0;;;;;;
hard;5,55;100,0;;;;;;
koude;5,55;99,4;;;;;;
allemaal;5,56;100,0;;;;;;
benen;5,56;100,0;;;;;;
bolletje;5,56;100,0;;;;;;
buikje;5,56;100,0;;;;;;
er;5,56;100,0;;;;;;
groente;5,56;100,0;;;;;;
jawel;5,56;100,0;;;;;;
joepie;5,56;100,0;;;;;;
laatste;5,56;100,0;;;;;;
meedoen;5,56;100,0;;;;;;
meneer;5,56;100,0;;;;;;
mijzelf;5,56;100,0;;;;;;
rietje;5,56;100,0;;;;;;
hart;5,56;100,0;;;;;;
kroon;5,56;100,0;;;;;;
dochter;5,57;100,0;;;;;;
wolk;5,58;100,0;;;;;;
bosje;5,58;100,0;;;;;;
zwaai;5,58;100,0;;;;;;
vechten;5,58;100,0;;;;;;
worm;5,58;100,0;;;;;;
sokken;5,58;100,0;;;;;;
buur;5,58;99,8;;;;;;
aaien;5,59;100,0;;;;;;
bol;5,59;100,0;;;;;;
draaien;5,59;100,0;;;;;;
echt;5,59;100,0;;;;;;
leven;5,59;100,0;;;;;;
links;5,59;100,0;;;;;;
noemen;5,59;100,0;;;;;;
rap;5,59;100,0;;;;;;
schrijven;5,59;100,0;;;;;;
stuk;5,59;100,0;;;;;;
wol;5,59;100,0;;;;;;
ziekenhuis;5,59;100,0;;;;;;
spoken;5,59;99,6;;;;;;
bakje;5,59;98,2;;;;;;
drank;5,59;100,0;;;;;;
stuur;5,60;100,0;;;;;;
week;5,60;100,0;;;;;;
donderdag;5,60;100,0;;;;;;
lieveling;5,60;100,0;;;;;;
linkerhand;5,60;100,0;;;;;;
tafelpoot;5,60;100,0;;;;;;
terugleggen;5,60;100,0;;;;;;
twintig;5,60;100,0;;;;;;
schepje;5,60;100,0;;;;;;
kleurstift;5,60;100,0;;;;;;
kleuterleidster;5,60;100,0;;;;;;
prinsessen;5,60;100,0;;;;;;
verkleedkleren;5,60;100,0;;;;;;
vake;5,60;95,8;;;;;;
ham;5,60;100,0;;;;;;
pijl;5,60;98,6;;;;;;
ezel;5,61;100,0;;;;;;
buggy;5,61;100,0;;;;;;
dessert;5,61;100,0;;;;;;
geen;5,61;100,0;;;;;;
genoeg;5,61;100,0;;;;;;
kapoen;5,61;100,0;;;;;;
kledij;5,61;100,0;;;;;;
knutselen;5,61;100,0;;;;;;
kruimels;5,61;100,0;;;;;;
paraplu;5,61;100,0;;;;;;
sneeuwbal;5,61;100,0;;;;;;
speeltje;5,61;100,0;;;;;;
stoelen;5,61;100,0;;;;;;
zesde;5,61;100,0;;;;;;
zijn;5,61;100,0;;;;;;
driewieler;5,61;100,0;;;;;;
beet;5,61;99,8;;;;;;
begin;5,61;100,0;;;;;;
reus;5,62;100,0;;;;;;
goedendag;5,62;100,0;;;;;;
pluim;5,62;99,6;;;;;;
spaghetti;5,63;100,0;;;;;;
plaats;5,63;100,0;;;;;;
rok;5,63;100,0;;;;;;
poppenhuis;5,63;100,0;;;;;;
patat;5,63;100,0;;;;;;
roep;5,63;99,8;;;;;;
vrachtwagen;5,64;100,0;;;;;;
pony;5,65;100,0;;;;;;
schildpad;5,65;100,0;;;;;;
gaatje;5,65;100,0;;;;;;
goedenavond;5,65;100,0;;;;;;
hondenpoep;5,65;100,0;;;;;;
breken;5,65;100,0;;;;;;
kraan;5,65;100,0;;;;;;
lezen;5,65;100,0;;;;;;
mol;5,65;100,0;;;;;;
nul;5,65;100,0;;;;;;
rennen;5,65;100,0;;;;;;
schouder;5,65;100,0;;;;;;
stom;5,65;100,0;;;;;;
vakantie;5,65;100,0;;;;;;
geeuwen;5,65;99,6;;;;;;
penseel;5,65;99,6;;;;;;
kastanje;5,66;100,0;;;;;;
pakje;5,66;100,0;;;;;;
peter;5,66;96,7;;;;;;
slang;5,66;99,8;;;;;;
duif;5,66;99,9;;;;;;
schep;5,66;100,0;;;;;;
erwt;5,67;100,0;;;;;;
als;5,67;100,0;;;;;;
bijna;5,67;100,0;;;;;;
dus;5,67;100,0;;;;;;
kriebel;5,67;100,0;;;;;;
muizen;5,67;100,0;;;;;;
niemand;5,67;100,0;;;;;;
omlaag;5,67;100,0;;;;;;
speelkwartier;5,67;100,0;;;;;;
tanden;5,67;100,0;;;;;;
toveren;5,67;100,0;;;;;;
nicht;5,67;100,0;;;;;;
schip;5,67;100,0;;;;;;
spruitjes;5,68;100,0;;;;;;
adem;5,68;100,0;;;;;;
sport;5,68;100,0;;;;;;
draai;5,68;100,0;;;;;;
toiletpapier;5,68;95,0;;;;;;
badpak;5,69;100,0;;;;;;
reis;5,69;99,1;;;;;;
putje;5,69;100,0;;;;;;
vliegtuig;5,69;100,0;;;;;;
dief;5,69;100,0;;;;;;
klok;5,70;99,9;;;;;;
mand;5,70;100,0;;;;;;
wieg;5,70;100,0;;;;;;
heks;5,70;100,0;;;;;;
slaag;5,70;100,0;;;;;;
soeplepel;5,70;100,0;;;;;;
aankleden;5,70;100,0;;;;;;
dierentuin;5,70;100,0;;;;;;
verkleden;5,70;100,0;;;;;;
soldaatjes;5,70;100,0;;;;;;
turnpantoffels;5,70;100,0;;;;;;
aarde;5,70;100,0;;;;;;
goudvis;5,71;100,0;;;;;;
brandweerauto;5,71;94,4;;;;;;
ikzelf;5,71;94,4;;;;;;
sla;5,71;100,0;;;;;;
leesboek;5,71;100,0;;;;;;
bek;5,71;100,0;;;;;;
blond;5,71;100,0;;;;;;
dicht;5,71;100,0;;;;;;
elf;5,71;100,0;;;;;;
gevaarlijk;5,71;100,0;;;;;;
god;5,71;100,0;;;;;;
jammer;5,71;100,0;;;;;;
koken;5,71;100,0;;;;;;
leggen;5,71;100,0;;;;;;
mug;5,71;100,0;;;;;;
plat;5,71;100,0;;;;;;
sandaal;5,71;100,0;;;;;;
slim;5,71;100,0;;;;;;
sluiten;5,71;100,0;;;;;;
sprong;5,71;99,6;;;;;;
tasje;5,72;100,0;;;;;;
papegaai;5,72;100,0;;;;;;
keukentafel;5,72;100,0;;;;;;
alle;5,72;100,0;;;;;;
altijd;5,72;100,0;;;;;;
beetje;5,72;100,0;;;;;;
bijen;5,72;100,0;;;;;;
druppel;5,72;100,0;;;;;;
feestje;5,72;100,0;;;;;;
kapstok;5,72;100,0;;;;;;
mezelf;5,72;100,0;;;;;;
schoenveter;5,72;100,0;;;;;;
coca;5,72;100,0;;;;;;
tijd;5,72;99,0;;;;;;
krul;5,73;99,0;;;;;;
haas;5,73;100,0;;;;;;
gans;5,73;100,0;;;;;;
pen;5,73;100,0;;;;;;
schop;5,73;100,0;;;;;;
laken;5,73;100,0;;;;;;
lente;5,73;100,0;;;;;;
kers;5,74;100,0;;;;;;
brief;5,74;100,0;;;;;;
feest;5,75;100,0;;;;;;
armband;5,75;100,0;;;;;;
buurman;5,75;100,0;;;;;;
dit;5,75;100,0;;;;;;
lerares;5,75;100,0;;;;;;
lieverdje;5,75;100,0;;;;;;
overtekenen;5,75;100,0;;;;;;
voorhoofd;5,75;100,0;;;;;;
lat;5,75;100,0;;;;;;
prik;5,76;100,0;;;;;;
zout;5,76;99,4;;;;;;
hoest;5,77;99,8;;;;;;
zalf;5,77;99,8;;;;;;
gang;5,77;100,0;;;;;;
brandweerman;5,77;100,0;;;;;;
handdoek;5,78;100,0;;;;;;
balpen;5,78;100,0;;;;;;
brengen;5,78;100,0;;;;;;
dragen;5,78;100,0;;;;;;
hoesten;5,78;100,0;;;;;;
laten;5,78;100,0;;;;;;
meter;5,78;100,0;;;;;;
rollen;5,78;100,0;;;;;;
rusten;5,78;100,0;;;;;;
rustig;5,78;100,0;;;;;;
zullen;5,78;100,0;;;;;;
kiezen;5,78;99,6;;;;;;
verrassing;5,78;99,6;;;;;;
tel;5,78;99,1;;;;;;
pink;5,78;100,0;;;;;;
achter;5,78;100,0;;;;;;
beneden;5,78;100,0;;;;;;
buren;5,78;100,0;;;;;;
fietser;5,78;100,0;;;;;;
huizen;5,78;100,0;;;;;;
huppelen;5,78;100,0;;;;;;
jassen;5,78;100,0;;;;;;
meespelen;5,78;100,0;;;;;;
om;5,78;100,0;;;;;;
pardon;5,78;100,0;;;;;;
toen;5,78;100,0;;;;;;
toverstokje;5,78;100,0;;;;;;
voorlezen;5,78;100,0;;;;;;
vooruit;5,78;100,0;;;;;;
park;5,78;100,0;;;;;;
knikkers;5,78;100,0;;;;;;
stad;5,79;99,1;;;;;;
naast;5,79;95,0;;;;;;
zieke;5,79;100,0;;;;;;
klei;5,79;100,0;;;;;;
broekzak;5,80;100,0;;;;;;
kaarsen;5,80;100,0;;;;;;
piet;5,80;100,0;;;;;;
pispot;5,80;100,0;;;;;;
rijtje;5,80;100,0;;;;;;
toverkunst;5,80;100,0;;;;;;
briefje;5,80;100,0;;;;;;
zin;5,80;100,0;;;;;;
keer;5,80;99,6;;;;;;
strik;5,80;100,0;;;;;;
cake;5,81;99,8;;;;;;
dodo;5,81;98,1;;;;;;
rust;5,81;100,0;;;;;;
boef;5,81;99,1;;;;;;
kapper;5,81;100,0;;;;;;
niets;5,81;100,0;;;;;;
knip;5,82;98,4;;;;;;
klop;5,82;100,0;;;;;;
niks;5,82;99,0;;;;;;
soepbord;5,82;100,0;;;;;;
einde;5,82;100,0;;;;;;
navel;5,83;100,0;;;;;;
weide;5,83;100,0;;;;;;
bedanken;5,83;100,0;;;;;;
danseres;5,83;100,0;;;;;;
knorren;5,83;100,0;;;;;;
opendoen;5,83;100,0;;;;;;
papiertje;5,83;100,0;;;;;;
peuteren;5,83;100,0;;;;;;
rugzak;5,83;100,0;;;;;;
schilderen;5,83;100,0;;;;;;
schoolfeest;5,83;100,0;;;;;;
speelruimte;5,83;100,0;;;;;;
spuitje;5,83;100,0;;;;;;
toverstaf;5,83;100,0;;;;;;
vanmiddag;5,83;100,0;;;;;;
zestien;5,83;100,0;;;;;;
zoenen;5,83;100,0;;;;;;
zonder;5,83;100,0;;;;;;
lichtblauw;5,83;100,0;;;;;;
bank;5,84;100,0;;;;;;
bliksem;5,84;100,0;;;;;;
delen;5,84;100,0;;;;;;
gewoon;5,84;100,0;;;;;;
kalm;5,84;100,0;;;;;;
kennen;5,84;100,0;;;;;;
klappen;5,84;100,0;;;;;;
modder;5,84;100,0;;;;;;
pil;5,84;100,0;;;;;;
schoon;5,84;100,0;;;;;;
schreeuw;5,84;100,0;;;;;;
schreeuwen;5,84;100,0;;;;;;
smijten;5,84;100,0;;;;;;
steken;5,84;100,0;;;;;;
tegen;5,84;100,0;;;;;;
vel;5,84;100,0;;;;;;
volgen;5,84;100,0;;;;;;
vouwen;5,84;100,0;;;;;;
zwaar;5,84;100,0;;;;;;
over;5,84;99,6;;;;;;
pis;5,84;99,6;;;;;;
camion;5,84;94,4;;;;;;
vos;5,84;100,0;;;;;;
kist;5,85;100,0;;;;;;
derde;5,85;100,0;;;;;;
ketting;5,85;100,0;;;;;;
anders;5,85;100,0;;;;;;
bergen;5,85;100,0;;;;;;
dinosaurus;5,85;100,0;;;;;;
kinderboek;5,85;100,0;;;;;;
middelste;5,85;100,0;;;;;;
poten;5,85;100,0;;;;;;
vijfjarig;5,85;100,0;;;;;;
veld;5,86;100,0;;;;;;
stank;5,86;100,0;;;;;;
berg;5,86;100,0;;;;;;
pantoffels;5,87;100,0;;;;;;
nagel;5,88;100,0;;;;;;
zelf;5,88;100,0;;;;;;
bonen;5,88;100,0;;;;;;
brand;5,88;100,0;;;;;;
taal;5,88;99,8;;;;;;
land;5,88;100,0;;;;;;
likstok;5,88;94,4;;;;;;
paal;5,88;100,0;;;;;;
brievenbus;5,88;100,0;;;;;;
plus;5,88;100,0;;;;;;
ijskast;5,89;100,0;;;;;;
klimmen;5,89;100,0;;;;;;
krant;5,89;100,0;;;;;;
antwoorden;5,89;100,0;;;;;;
buurmeisje;5,89;100,0;;;;;;
druppels;5,89;100,0;;;;;;
gehuil;5,89;100,0;;;;;;
gewonnen;5,89;100,0;;;;;;
glazen;5,89;100,0;;;;;;
goedenacht;5,89;100,0;;;;;;
hem;5,89;100,0;;;;;;
inkleuren;5,89;100,0;;;;;;
januari;5,89;100,0;;;;;;
meekijken;5,89;100,0;;;;;;
melkfles;5,89;100,0;;;;;;
muggen;5,89;100,0;;;;;;
nachtmerrie;5,89;100,0;;;;;;
stouterd;5,89;100,0;;;;;;
wei;5,89;100,0;;;;;;
zeventien;5,89;100,0;;;;;;
zwarte;5,89;100,0;;;;;;
gooi;5,90;99,3;;;;;;
tractor;5,90;100,0;;;;;;
cowboy;5,90;100,0;;;;;;
helemaal;5,90;100,0;;;;;;
woensdag;5,90;100,0;;;;;;
zesjarig;5,90;100,0;;;;;;
draaimolen;5,90;100,0;;;;;;
geboorte;5,90;100,0;;;;;;
graven;5,90;100,0;;;;;;
heel;5,90;100,0;;;;;;
karton;5,90;100,0;;;;;;
keelpijn;5,90;100,0;;;;;;
kruimel;5,90;100,0;;;;;;
lammetje;5,90;100,0;;;;;;
likken;5,90;100,0;;;;;;
niezen;5,90;100,0;;;;;;
plezier;5,90;100,0;;;;;;
rapen;5,90;100,0;;;;;;
schrik;5,90;100,0;;;;;;
sturen;5,90;100,0;;;;;;
vriendschap;5,90;100,0;;;;;;
winnaar;5,90;100,0;;;;;;
zoet;5,90;100,0;;;;;;
leren;5,90;99,6;;;;;;
pluimen;5,90;99,1;;;;;;
kuisen;5,90;90,1;;;;;;
borst;5,91;100,0;;;;;;
giraf;5,91;100,0;;;;;;
klets;5,91;99,1;;;;;;
hiep;5,92;44,4;;;;;;
uur;5,92;100,0;;;;;;
klim;5,92;98,8;;;;;;
saus;5,92;100,0;;;;;;
voordeur;5,93;100,0;;;;;;
elleboog;5,93;100,0;;;;;;
grootouder;5,93;100,0;;;;;;
muggenbeet;5,94;88,9;;;;;;
werk;5,94;100,0;;;;;;
appelboom;5,94;100,0;;;;;;
nest;5,94;100,0;;;;;;
agent;5,94;97,5;;;;;;
boeren;5,94;100,0;;;;;;
dertien;5,94;100,0;;;;;;
fietsbel;5,94;100,0;;;;;;
gemakkelijk;5,94;100,0;;;;;;
glimlachen;5,94;100,0;;;;;;
jezelf;5,94;100,0;;;;;;
kapotmaken;5,94;100,0;;;;;;
kerstvakantie;5,94;100,0;;;;;;
knikker;5,94;100,0;;;;;;
koprol;5,94;100,0;;;;;;
liever;5,94;100,0;;;;;;
me;5,94;100,0;;;;;;
nagels;5,94;100,0;;;;;;
pel;5,94;100,0;;;;;;
plakboek;5,94;100,0;;;;;;
smakelijk;5,94;100,0;;;;;;
tekenpapier;5,94;100,0;;;;;;
tof;5,94;100,0;;;;;;
tomatensaus;5,94;100,0;;;;;;
vierde;5,94;100,0;;;;;;
vijftien;5,94;100,0;;;;;;
voetpad;5,94;100,0;;;;;;
wanneer;5,94;100,0;;;;;;
rokje;5,94;100,0;;;;;;
achteruit;5,95;100,0;;;;;;
door;5,95;100,0;;;;;;
erachter;5,95;100,0;;;;;;
gekriebel;5,95;100,0;;;;;;
knikkeren;5,95;100,0;;;;;;
nergens;5,95;100,0;;;;;;
stukmaken;5,95;100,0;;;;;;
trommelen;5,95;100,0;;;;;;
dank;5,95;100,0;;;;;;
doek;5,95;100,0;;;;;;
film;5,95;100,0;;;;;;
slab;5,95;84,3;;;;;;
grootmoeder;5,96;100,0;;;;;;
egel;5,96;100,0;;;;;;
staf;5,96;100,0;;;;;;
laars;5,96;99,8;;;;;;
alleen;5,96;100,0;;;;;;
bladzijde;5,96;100,0;;;;;;
botsen;5,96;100,0;;;;;;
confetti;5,96;100,0;;;;;;
glad;5,96;100,0;;;;;;
half;5,96;100,0;;;;;;
moeilijk;5,96;100,0;;;;;;
pad;5,96;100,0;;;;;;
piraat;5,96;100,0;;;;;;
proeven;5,96;100,0;;;;;;
schaduw;5,96;100,0;;;;;;
straffen;5,96;100,0;;;;;;
streep;5,96;100,0;;;;;;
vijver;5,96;100,0;;;;;;
voedsel;5,96;100,0;;;;;;
vrolijk;5,96;100,0;;;;;;
waar;5,96;100,0;;;;;;
was;5,96;100,0;;;;;;
web;5,96;100,0;;;;;;
snurken;5,96;99,6;;;;;;
spuwen;5,96;99,6;;;;;;
ziekte;5,96;99,6;;;;;;
hoepel;5,97;97,6;;;;;;
pief;5,97;64,2;;;;;;
madam;5,97;100,0;;;;;;
voetballer;5,98;100,0;;;;;;
kleerkast;5,98;100,0;;;;;;
gom;5,98;100,0;;;;;;
rat;5,98;100,0;;;;;;
tent;5,98;100,0;;;;;;
draad;5,98;100,0;;;;;;
hut;5,98;100,0;;;;;;
maak;5,98;100,0;;;;;;
bijt;5,98;100,0;;;;;;
lichtgroen;5,98;100,0;;;;;;
engel;5,98;100,0;;;;;;
doden;5,98;100,0;;;;;;
punt;5,99;100,0;;;;;;
dolfijn;5,99;100,0;;;;;;
spaarpot;5,99;100,0;;;;;;
afpakken;6,00;100,0;;;;;;
bloedneus;6,00;100,0;;;;;;
cijfers;6,00;100,0;;;;;;
eetlepel;6,00;100,0;;;;;;
fluisteren;6,00;100,0;;;;;;
ge;6,00;100,0;;;;;;
geboren;6,00;100,0;;;;;;
gepraat;6,00;100,0;;;;;;
hiernaast;6,00;100,0;;;;;;
kerstfeest;6,00;100,0;;;;;;
lachend;6,00;100,0;;;;;;
middageten;6,00;100,0;;;;;;
mopje;6,00;100,0;;;;;;
neer;6,00;100,0;;;;;;
negende;6,00;100,0;;;;;;
omdat;6,00;100,0;;;;;;
onweren;6,00;100,0;;;;;;
politieauto;6,00;100,0;;;;;;
september;6,00;100,0;;;;;;
slaapkleed;6,00;100,0;;;;;;
sneeuwpop;6,00;100,0;;;;;;
stofzuiger;6,00;100,0;;;;;;
toch;6,00;100,0;;;;;;
toverheks;6,00;100,0;;;;;;
toverstok;6,00;100,0;;;;;;
uien;6,00;100,0;;;;;;
verliezer;6,00;100,0;;;;;;
zelfde;6,00;100,0;;;;;;
arme;6,00;95,0;;;;;;
lekkers;6,00;95,0;;;;;;
pagaai;6,00;11,1;;;;;;
tinnef;6,00;5,6;;;;;;
vlieger;6,00;100,0;;;;;;
ketchup;6,00;100,0;;;;;;
lieveheerbeestje;6,00;100,0;;;;;;
wagen;6,00;100,0;;;;;;
roos;6,01;100,0;;;;;;
stal;6,02;100,0;;;;;;
pleister;6,02;100,0;;;;;;
zwaard;6,02;100,0;;;;;;
snee;6,02;99,0;;;;;;
bekje;6,02;98,0;;;;;;
laarzen;6,03;100,0;;;;;;
beleefd;6,03;100,0;;;;;;
bellen;6,03;100,0;;;;;;
cijfer;6,03;100,0;;;;;;
douche;6,03;100,0;;;;;;
dun;6,03;100,0;;;;;;
hangen;6,03;100,0;;;;;;
koorts;6,03;100,0;;;;;;
matras;6,03;100,0;;;;;;
ongeluk;6,03;100,0;;;;;;
rommel;6,03;100,0;;;;;;
schelp;6,03;100,0;;;;;;
schrikken;6,03;100,0;;;;;;
smeren;6,03;100,0;;;;;;
stampen;6,03;100,0;;;;;;
trappen;6,03;100,0;;;;;;
verliefd;6,03;100,0;;;;;;
verloren;6,03;100,0;;;;;;
vers;6,03;100,0;;;;;;
wrijven;6,03;100,0;;;;;;
tapijt;6,03;99,6;;;;;;
wiegen;6,03;99,6;;;;;;
les;6,03;99,1;;;;;;
zot;6,03;96,9;;;;;;
garage;6,03;100,0;;;;;;
wens;6,03;100,0;;;;;;
mayonaise;6,03;100,0;;;;;;
smaak;6,03;100,0;;;;;;
dorp;6,04;100,0;;;;;;
badmuts;6,04;97,2;;;;;;
springtouw;6,04;100,0;;;;;;
brom;6,04;94,3;;;;;;
plets;6,04;94,3;;;;;;
buil;6,04;97,2;;;;;;
hoofdpijn;6,04;100,0;;;;;;
fluit;6,04;100,0;;;;;;
kruis;6,05;100,0;;;;;;
buitenkomen;6,05;100,0;;;;;;
confituur;6,05;100,0;;;;;;
elastiekje;6,05;100,0;;;;;;
klasgenoot;6,05;100,0;;;;;;
oorbel;6,05;100,0;;;;;;
puntje;6,05;100,0;;;;;;
rechtstaan;6,05;100,0;;;;;;
sandwich;6,05;100,0;;;;;;
sleeën;6,05;100,0;;;;;;
speelkamer;6,05;100,0;;;;;;
stilte;6,05;100,0;;;;;;
stokbrood;6,05;100,0;;;;;;
toe;6,05;100,0;;;;;;
juni;6,05;100,0;;;;;;
beurt;6,05;100,0;;;;;;
binnenkomen;6,05;95,0;;;;;;
aardbeien;6,06;100,0;;;;;;
achttien;6,06;100,0;;;;;;
al;6,06;100,0;;;;;;
donderen;6,06;100,0;;;;;;
druiven;6,06;100,0;;;;;;
erop;6,06;100,0;;;;;;
iemand;6,06;100,0;;;;;;
kerstbal;6,06;100,0;;;;;;
kerstcadeau;6,06;100,0;;;;;;
negentien;6,06;100,0;;;;;;
neusgat;6,06;100,0;;;;;;
omhoog;6,06;100,0;;;;;;
opruimen;6,06;100,0;;;;;;
pagina;6,06;100,0;;;;;;
puzzelstukje;6,06;100,0;;;;;;
regendruppel;6,06;100,0;;;;;;
rijmpje;6,06;100,0;;;;;;
schoolboek;6,06;100,0;;;;;;
schooljaar;6,06;100,0;;;;;;
speeldoos;6,06;100,0;;;;;;
spinnenweb;6,06;100,0;;;;;;
stapelbed;6,06;100,0;;;;;;
stenen;6,06;100,0;;;;;;
stilletjes;6,06;100,0;;;;;;
studiejaar;6,06;100,0;;;;;;
toverfee;6,06;100,0;;;;;;
turngerief;6,06;100,0;;;;;;
verdomme;6,06;100,0;;;;;;
vleugels;6,06;100,0;;;;;;
zwartepiet;6,06;94,4;;;;;;
stier;6,06;100,0;;;;;;
ladder;6,06;100,0;;;;;;
cent;6,06;100,0;;;;;;
wijsvinger;6,07;100,0;;;;;;
geeuw;6,07;100,0;;;;;;
groei;6,07;100,0;;;;;;
deurbel;6,07;97,5;;;;;;
erwten;6,07;100,0;;;;;;
ander;6,07;100,0;;;;;;
adres;6,07;100,0;;;;;;
bes;6,08;99,8;;;;;;
onweer;6,08;100,0;;;;;;
plank;6,08;100,0;;;;;;
kooi;6,09;100,0;;;;;;
duimen;6,09;100,0;;;;;;
eerlijk;6,09;100,0;;;;;;
eng;6,09;100,0;;;;;;
gevecht;6,09;100,0;;;;;;
kletsnat;6,09;100,0;;;;;;
kleven;6,09;100,0;;;;;;
lichaam;6,09;100,0;;;;;;
map;6,09;100,0;;;;;;
min;6,09;100,0;;;;;;
nieuw;6,09;100,0;;;;;;
pak;6,09;100,0;;;;;;
prikken;6,09;100,0;;;;;;
raken;6,09;100,0;;;;;;
spinazie;6,09;100,0;;;;;;
vuilnis;6,09;100,0;;;;;;
belg;6,09;99,6;;;;;;
kauwen;6,09;99,6;;;;;;
remmen;6,09;99,6;;;;;;
wereld;6,09;99,6;;;;;;
schat;6,09;100,0;;;;;;
wesp;6,09;100,0;;;;;;
spons;6,09;100,0;;;;;;
grap;6,09;99,8;;;;;;
hemel;6,09;100,0;;;;;;
moois;6,10;96,3;;;;;;
poort;6,10;100,0;;;;;;
fietspad;6,10;100,0;;;;;;
macaroni;6,10;100,0;;;;;;
oorring;6,10;100,0;;;;;;
schooldag;6,10;100,0;;;;;;
schooltas;6,10;100,0;;;;;;
slaapkop;6,10;100,0;;;;;;
vanochtend;6,10;100,0;;;;;;
wasmand;6,10;100,0;;;;;;
grootma;6,10;91,7;;;;;;
maart;6,10;100,0;;;;;;
zwaan;6,10;100,0;;;;;;
kiwi;6,10;100,0;;;;;;
gordijn;6,11;100,0;;;;;;
koffie;6,11;99,9;;;;;;
taart;6,11;98,2;;;;;;
autobus;6,11;100,0;;;;;;
badschuim;6,11;100,0;;;;;;
bovenkant;6,11;100,0;;;;;;
buitenspelen;6,11;100,0;;;;;;
dichtdoen;6,11;100,0;;;;;;
griezelig;6,11;100,0;;;;;;
indiaan;6,11;100,0;;;;;;
jarige;6,11;100,0;;;;;;
neerzitten;6,11;100,0;;;;;;
oktober;6,11;100,0;;;;;;
paasvakantie;6,11;100,0;;;;;;
papieren;6,11;100,0;;;;;;
proficiat;6,11;100,0;;;;;;
scholen;6,11;100,0;;;;;;
slakkenhuis;6,11;100,0;;;;;;
speculaas;6,11;100,0;;;;;;
terug;6,11;100,0;;;;;;
teveel;6,11;100,0;;;;;;
vaderdag;6,11;100,0;;;;;;
voorkant;6,11;100,0;;;;;;
waterpistool;6,11;100,0;;;;;;
wedstrijd;6,11;100,0;;;;;;
wipplank;6,11;100,0;;;;;;
zonnestraal;6,11;100,0;;;;;;
gebuur;6,11;90,0;;;;;;
hobbelpaard;6,11;100,0;;;;;;
